date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:31:54	141247/141247	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260c301e8-227bf%22	https://op9.baminssa.com/project/bs/js/service.js?v=43	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/project/bs/js/service5de1.js	(from https://op9.baminssa.com/)
22:31:54	6161/6161	---M--	200	added ('OK')	image/png	etag:%22606c5996-1811%22	https://op9.baminssa.com/storage/org/202104/8s7fbs2mMeKg5WCeSHNrGmvd5ud3e5.png	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/storage/org/202104/8s7fbs2mMeKg5WCeSHNrGmvd5ud3e5.png	(from https://op9.baminssa.com/)
22:31:54	1540921/1540921	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:47%20GMT	https://op9.baminssa.com/auth/login	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/auth/login.html	(from https://op9.baminssa.com/)
22:31:55	1540741/1540741	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:47%20GMT	https://op9.baminssa.com/auth/register	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/auth/register.html	(from https://op9.baminssa.com/)
22:31:55	1627564/1627564	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:47%20GMT	https://op9.baminssa.com/store/category/op?region_code1=1&region_code2=1	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op7610.html	(from https://op9.baminssa.com/)
22:31:55	1561543/1561543	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:48%20GMT	https://op9.baminssa.com/store/category/op?region_code1=1&region_code2=26	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op83d3.html	(from https://op9.baminssa.com/)
22:31:56	1559853/1559853	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:48%20GMT	https://op9.baminssa.com/store/category/op?region_code1=1&region_code2=3	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op8498.html	(from https://op9.baminssa.com/)
22:31:56	1559820/1559820	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:48%20GMT	https://op9.baminssa.com/store/category/op?region_code1=1&region_code2=4	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op1b1b.html	(from https://op9.baminssa.com/)
22:31:56	1559774/1559774	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:48%20GMT	https://op9.baminssa.com/store/category/op?region_code1=1&region_code2=5	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op7ecc.html	(from https://op9.baminssa.com/)
22:31:56	1561270/1561270	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:49%20GMT	https://op9.baminssa.com/store/category/op?region_code1=1&region_code2=6	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/ope387.html	(from https://op9.baminssa.com/)
22:31:57	1559855/1559855	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:49%20GMT	https://op9.baminssa.com/store/category/op?region_code1=1&region_code2=9	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op5301.html	(from https://op9.baminssa.com/)
22:31:57	1559748/1559748	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:49%20GMT	https://op9.baminssa.com/store/category/op?region_code1=1&region_code2=10	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/opaf2f.html	(from https://op9.baminssa.com/)
22:31:57	1559804/1559804	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:50%20GMT	https://op9.baminssa.com/store/category/op?region_code1=1&region_code2=11	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/ope4cf.html	(from https://op9.baminssa.com/)
22:31:57	1559780/1559780	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:50%20GMT	https://op9.baminssa.com/store/category/op?region_code1=1&region_code2=13	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op7419.html	(from https://op9.baminssa.com/)
22:31:58	1559741/1559741	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:50%20GMT	https://op9.baminssa.com/store/category/op?region_code1=1&region_code2=20	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op892b.html	(from https://op9.baminssa.com/)
22:31:58	1567376/1567376	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:50%20GMT	https://op9.baminssa.com/store/category/op?region_code1=2&region_code2=2	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/opa751.html	(from https://op9.baminssa.com/)
22:31:58	1562581/1562581	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:51%20GMT	https://op9.baminssa.com/store/category/op?region_code1=2&region_code2=8	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/opfba4.html	(from https://op9.baminssa.com/)
22:31:58	1567148/1567148	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:51%20GMT	https://op9.baminssa.com/store/category/op?region_code1=2&region_code2=11	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/opccba.html	(from https://op9.baminssa.com/)
22:31:59	1564426/1564426	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:51%20GMT	https://op9.baminssa.com/store/category/op?region_code1=2&region_code2=12	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op9f22.html	(from https://op9.baminssa.com/)
22:31:59	1562607/1562607	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:51%20GMT	https://op9.baminssa.com/store/category/op?region_code1=2&region_code2=13	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op2175.html	(from https://op9.baminssa.com/)
22:31:59	1569171/1569171	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:52%20GMT	https://op9.baminssa.com/store/category/op?region_code1=2&region_code2=15	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/opdde6.html	(from https://op9.baminssa.com/)
22:31:59	1562653/1562653	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:52%20GMT	https://op9.baminssa.com/store/category/op?region_code1=2&region_code2=17	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op048d.html	(from https://op9.baminssa.com/)
22:32:00	1559070/1559070	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:52%20GMT	https://op9.baminssa.com/store/category/op?region_code1=2&region_code2=21	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/opc2f8.html	(from https://op9.baminssa.com/)
22:32:00	1571868/1571868	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:52%20GMT	https://op9.baminssa.com/store/category/op?region_code1=2&region_code2=24	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op0af9.html	(from https://op9.baminssa.com/)
22:32:00	1559071/1559071	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:53%20GMT	https://op9.baminssa.com/store/category/op?region_code1=2&region_code2=25	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op03ad.html	(from https://op9.baminssa.com/)
22:32:00	1559164/1559164	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:53%20GMT	https://op9.baminssa.com/store/category/op?region_code1=2&region_code2=26	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op876d.html	(from https://op9.baminssa.com/)
22:32:01	1565436/1565436	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:53%20GMT	https://op9.baminssa.com/store/category/op?region_code1=2&region_code2=27	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op8698.html	(from https://op9.baminssa.com/)
22:32:01	1562392/1562392	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:53%20GMT	https://op9.baminssa.com/store/category/op?region_code1=2&region_code2=29	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op8bc1.html	(from https://op9.baminssa.com/)
22:32:01	1556100/1556100	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:54%20GMT	https://op9.baminssa.com/store/category/op?region_code1=3&region_code2=2	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op3e38.html	(from https://op9.baminssa.com/)
22:32:01	1555806/1555806	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:54%20GMT	https://op9.baminssa.com/store/category/op?region_code1=3&region_code2=6	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op9060.html	(from https://op9.baminssa.com/)
22:32:02	1553999/1553999	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:54%20GMT	https://op9.baminssa.com/store/category/op?region_code1=3&region_code2=8	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op57f7.html	(from https://op9.baminssa.com/)
22:32:02	1554408/1554408	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:54%20GMT	https://op9.baminssa.com/store/category/op?region_code1=4&region_code2=1	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/ope012.html	(from https://op9.baminssa.com/)
22:32:02	1555968/1555968	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:55%20GMT	https://op9.baminssa.com/store/category/op?region_code1=4&region_code2=6	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/opc97b.html	(from https://op9.baminssa.com/)
22:32:02	1568679/1568679	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:55%20GMT	https://op9.baminssa.com/store/category/op?region_code1=4&region_code2=7	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/opf334.html	(from https://op9.baminssa.com/)
22:32:03	1554261/1554261	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:55%20GMT	https://op9.baminssa.com/store/category/op?region_code1=4&region_code2=8	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/opfbdc.html	(from https://op9.baminssa.com/)
22:32:03	1556003/1556003	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:55%20GMT	https://op9.baminssa.com/store/category/op?region_code1=4&region_code2=9	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/opffa2.html	(from https://op9.baminssa.com/)
22:32:03	1557489/1557489	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:55%20GMT	https://op9.baminssa.com/store/category/op?region_code1=4&region_code2=13	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/opc0d2.html	(from https://op9.baminssa.com/)
22:32:03	1555802/1555802	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:56%20GMT	https://op9.baminssa.com/store/category/op?region_code1=4&region_code2=16	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/opc9f4.html	(from https://op9.baminssa.com/)
22:32:04	1566578/1566578	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:56%20GMT	https://op9.baminssa.com/store/category/op?region_code1=5&region_code2=1	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op6f9d.html	(from https://op9.baminssa.com/)
22:32:04	1563929/1563929	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:56%20GMT	https://op9.baminssa.com/store/category/op?region_code1=6&region_code2=4	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op6e46.html	(from https://op9.baminssa.com/)
22:32:04	1555990/1555990	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:56%20GMT	https://op9.baminssa.com/store/category/op?region_code1=6&region_code2=13	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/opd485.html	(from https://op9.baminssa.com/)
22:32:04	1580365/1580365	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:57%20GMT	https://op9.baminssa.com/store/category/op?region_code1=7&region_code2=2	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op3922.html	(from https://op9.baminssa.com/)
22:32:05	1553607/1553607	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:57%20GMT	https://op9.baminssa.com/store/category/op?region_code1=7&region_code2=3	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op0a4d.html	(from https://op9.baminssa.com/)
22:32:05	1601414/1601414	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:57%20GMT	https://op9.baminssa.com/store/category/op?region_code1=7&region_code2=4	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op2c68.html	(from https://op9.baminssa.com/)
22:32:05	1553745/1553745	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:57%20GMT	https://op9.baminssa.com/store/category/op?region_code1=7&region_code2=6	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op4f4b.html	(from https://op9.baminssa.com/)
22:32:05	1555475/1555475	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:58%20GMT	https://op9.baminssa.com/store/category/op?region_code1=7&region_code2=8	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op624c.html	(from https://op9.baminssa.com/)
22:32:05	1553388/1553388	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:58%20GMT	https://op9.baminssa.com/store/category/op?region_code1=8&region_code2=1	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op62d5.html	(from https://op9.baminssa.com/)
22:32:06	1558024/1558024	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:58%20GMT	https://op9.baminssa.com/store/category/op?region_code1=8&region_code2=2	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/opddd0.html	(from https://op9.baminssa.com/)
22:32:06	1588301/1588301	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:58%20GMT	https://op9.baminssa.com/store/category/op?region_code1=8&region_code2=4	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/ope40f.html	(from https://op9.baminssa.com/)
22:32:06	1553456/1553456	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:59%20GMT	https://op9.baminssa.com/store/category/op?region_code1=8&region_code2=6	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/ope396.html	(from https://op9.baminssa.com/)
22:32:06	1559634/1559634	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:59%20GMT	https://op9.baminssa.com/store/category/op?region_code1=8&region_code2=23	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op6bff.html	(from https://op9.baminssa.com/)
22:32:07	1552847/1552847	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:59%20GMT	https://op9.baminssa.com/store/category/op?region_code1=9&region_code2=1	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op7fe1.html	(from https://op9.baminssa.com/)
22:32:07	1557432/1557432	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:59%20GMT	https://op9.baminssa.com/store/category/op?region_code1=9&region_code2=4	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/opc17a.html	(from https://op9.baminssa.com/)
22:32:07	1577994/1577994	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:31:59%20GMT	https://op9.baminssa.com/store/category/op?region_code1=9&region_code2=5	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/opfccf.html	(from https://op9.baminssa.com/)
22:32:07	1553049/1553049	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:32:00%20GMT	https://op9.baminssa.com/store/category/op?region_code1=10&region_code2=4	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op4fa6.html	(from https://op9.baminssa.com/)
22:32:08	1556182/1556182	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:32:00%20GMT	https://op9.baminssa.com/store/category/op?region_code1=10&region_code2=8	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/opdb6d.html	(from https://op9.baminssa.com/)
22:32:08	1557856/1557856	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:32:00%20GMT	https://op9.baminssa.com/store/category/op?region_code1=10&region_code2=11	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op248d.html	(from https://op9.baminssa.com/)
22:32:08	1556297/1556297	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:32:00%20GMT	https://op9.baminssa.com/store/category/op?region_code1=10&region_code2=13	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/opf468.html	(from https://op9.baminssa.com/)
22:32:08	1566975/1566975	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:32:01%20GMT	https://op9.baminssa.com/store/category/op?region_code1=11&region_code2=2	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op572e.html	(from https://op9.baminssa.com/)
22:32:09	1562366/1562366	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:32:01%20GMT	https://op9.baminssa.com/store/category/op?region_code1=11&region_code2=9	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op669b.html	(from https://op9.baminssa.com/)
22:32:09	1593377/1593377	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:32:01%20GMT	https://op9.baminssa.com/store/category/op?region_code1=11&region_code2=12	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op852a.html	(from https://op9.baminssa.com/)
22:32:09	1553397/1553397	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:32:01%20GMT	https://op9.baminssa.com/store/category/op?region_code1=12&region_code2=2	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op1863.html	(from https://op9.baminssa.com/)
22:32:09	1556479/1556479	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:32:02%20GMT	https://op9.baminssa.com/store/category/op?region_code1=12&region_code2=3	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op6794.html	(from https://op9.baminssa.com/)
22:32:10	1554943/1554943	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:32:02%20GMT	https://op9.baminssa.com/store/category/op?region_code1=12&region_code2=4	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op8d66.html	(from https://op9.baminssa.com/)
22:32:10	1553438/1553438	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:32:02%20GMT	https://op9.baminssa.com/store/category/op?region_code1=13&region_code2=3	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/opa61c.html	(from https://op9.baminssa.com/)
22:32:10	1558121/1558121	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:32:03%20GMT	https://op9.baminssa.com/store/category/op?region_code1=13&region_code2=7	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/opd3e3.html	(from https://op9.baminssa.com/)
22:32:10	1568848/1568848	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:32:03%20GMT	https://op9.baminssa.com/store/category/op?region_code1=13&region_code2=12	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op8553.html	(from https://op9.baminssa.com/)
22:32:11	1556593/1556593	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:32:03%20GMT	https://op9.baminssa.com/store/category/op?region_code1=14&region_code2=8	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/opab66.html	(from https://op9.baminssa.com/)
22:32:11	1576097/1576097	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:32:03%20GMT	https://op9.baminssa.com/store/category/op?region_code1=14&region_code2=10	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op5a88.html	(from https://op9.baminssa.com/)
22:32:11	1553402/1553402	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:32:04%20GMT	https://op9.baminssa.com/store/category/op?region_code1=14&region_code2=11	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/opec30.html	(from https://op9.baminssa.com/)
22:32:11	1552983/1552983	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:32:04%20GMT	https://op9.baminssa.com/store/category/op?region_code1=15&region_code2=5	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op315d.html	(from https://op9.baminssa.com/)
22:32:12	1554636/1554636	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:32:04%20GMT	https://op9.baminssa.com/store/category/op?region_code1=15&region_code2=9	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/opf009.html	(from https://op9.baminssa.com/)
22:32:12	1552380/1552380	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:32:04%20GMT	https://op9.baminssa.com/store/category/op?region_code1=16&region_code2=1	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/op2fe6.html	(from https://op9.baminssa.com/)
22:32:12	1568264/1568264	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:32:05%20GMT	https://op9.baminssa.com/store/category/op?region_code1=16&region_code2=2	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/opc517.html	(from https://op9.baminssa.com/)
22:32:12	1577915/1577915	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:32:05%20GMT	https://op9.baminssa.com/store/category/tel?region_code1=1&region_code2=1	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/tel7610.html	(from https://op9.baminssa.com/)
22:32:13	1562905/1562905	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:32:05%20GMT	https://op9.baminssa.com/store/category/tel?region_code1=1&region_code2=2	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/tel8180.html	(from https://op9.baminssa.com/)
22:32:13	1563227/1563227	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:32:05%20GMT	https://op9.baminssa.com/store/category/tel?region_code1=1&region_code2=3	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/tel8498.html	(from https://op9.baminssa.com/)
22:32:13	1564523/1564523	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:32:05%20GMT	https://op9.baminssa.com/store/category/tel?region_code1=1&region_code2=4	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/tel1b1b.html	(from https://op9.baminssa.com/)
22:32:13	1563075/1563075	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:32:06%20GMT	https://op9.baminssa.com/store/category/tel?region_code1=1&region_code2=5	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/tel7ecc.html	(from https://op9.baminssa.com/)
22:32:14	1559913/1559913	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:32:06%20GMT	https://op9.baminssa.com/store/category/tel?region_code1=1&region_code2=6	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/tele387.html	(from https://op9.baminssa.com/)
22:32:14	1575667/1575667	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:32:06%20GMT	https://op9.baminssa.com/store/category/tel?region_code1=1&region_code2=7	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/tel803f.html	(from https://op9.baminssa.com/)
22:32:14	1559934/1559934	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:32:06%20GMT	https://op9.baminssa.com/store/category/tel?region_code1=1&region_code2=8	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/teld040.html	(from https://op9.baminssa.com/)
22:32:14	1561220/1561220	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:32:07%20GMT	https://op9.baminssa.com/store/category/tel?region_code1=1&region_code2=9	C:/My%20Web%20Sites/baminsa/op9.baminssa.com/store/category/tel5301.html	(from https://op9.baminssa.com/)
